timestamp,surge_multiplier,expected_wait_time,product_type,start_location_id
2016-06-15 07:10:42,1.0,420,uberTAXI,58
2016-06-15 07:10:42,1.0,600,UberSUV,58
2016-06-15 07:10:42,1.0,900,ASSIST,58
2016-06-15 07:10:42,1.0,600,UberBLACK,58
2016-06-15 07:10:42,1.0,180,uberX,58
2016-06-15 07:10:42,1.0,600,UberSELECT,58
2016-06-15 07:10:42,1.0,660,uberXL,54
2016-06-15 07:10:42,1.0,780,uberTAXI,54
2016-06-15 07:10:42,1.0,720,UberSUV,54
2016-06-15 07:10:42,1.0,1980,ASSIST,54
2016-06-15 07:10:42,1.0,720,UberBLACK,54
2016-06-15 07:10:42,1.0,480,uberX,54
2016-06-15 07:10:42,1.0,1140,UberSELECT,54
2016-06-15 07:10:42,1.0,360,uberXL,59
2016-06-15 07:10:42,1.0,240,uberTAXI,59
2016-06-15 07:10:42,1.0,180,UberSUV,59
2016-06-15 07:10:42,1.0,840,ASSIST,59
2016-06-15 07:10:42,1.0,180,UberBLACK,59
2016-06-15 07:10:42,1.0,120,uberX,59
2016-06-15 07:10:42,1.0,240,UberSELECT,59
2016-06-15 07:10:42,1.0,240,uberXL,60
2016-06-15 07:10:42,1.0,180,uberTAXI,60
2016-06-15 07:10:42,1.0,180,UberSUV,60
2016-06-15 07:10:42,1.0,780,ASSIST,60
2016-06-15 07:10:42,1.0,180,UberBLACK,60
2016-06-15 07:10:42,1.0,120,uberX,60
2016-06-15 07:10:42,1.0,180,UberSELECT,60
2016-06-15 07:10:42,1.0,420,uberXL,67
2016-06-15 07:10:42,1.0,480,uberTAXI,67
2016-06-15 07:10:42,1.0,300,UberSUV,67
2016-06-15 07:10:42,1.0,900,ASSIST,67
2016-06-15 07:10:42,1.0,300,UberBLACK,67
2016-06-15 07:10:42,1.0,300,uberX,67
2016-06-15 07:10:42,1.0,300,UberSELECT,67
2016-06-15 07:10:42,1.0,300,uberXL,61
2016-06-15 07:10:42,1.0,240,uberTAXI,61
2016-06-15 07:10:42,1.0,180,UberSUV,61
2016-06-15 07:10:42,1.0,780,ASSIST,61
2016-06-15 07:10:42,1.0,180,UberBLACK,61
2016-06-15 07:10:42,1.0,120,uberX,61
2016-06-15 07:10:42,1.0,240,UberSELECT,61
2016-06-15 07:10:42,1.0,300,uberXL,62
2016-06-15 07:10:42,1.0,240,uberTAXI,62
2016-06-15 07:10:42,1.0,180,UberSUV,62
2016-06-15 07:10:42,1.0,600,ASSIST,62
2016-06-15 07:10:42,1.0,180,UberBLACK,62
2016-06-15 07:10:42,1.0,180,uberX,62
2016-06-15 07:10:42,1.0,120,UberSELECT,62
2016-06-15 07:10:42,1.0,240,uberXL,63
2016-06-15 07:10:42,1.0,240,uberTAXI,63
2016-06-15 07:10:42,1.0,240,UberSUV,63
2016-06-15 07:10:42,1.0,540,ASSIST,63
2016-06-15 07:10:42,1.0,180,UberBLACK,63
2016-06-15 07:10:42,1.0,120,uberX,63
2016-06-15 07:10:42,1.0,180,UberSELECT,63
2016-06-15 07:10:42,1.0,180,uberXL,65
2016-06-15 07:10:42,1.0,180,uberTAXI,65
2016-06-15 07:10:42,1.0,120,UberSUV,65
2016-06-15 07:10:42,1.0,660,ASSIST,65
2016-06-15 07:10:42,1.0,120,UberBLACK,65
2016-06-15 07:10:42,1.0,180,uberX,65
2016-06-15 07:10:42,1.0,120,UberSELECT,65
2016-06-15 07:10:42,1.0,240,uberXL,66
2016-06-15 07:10:42,1.0,300,uberTAXI,66
2016-06-15 07:10:42,1.0,120,UberSUV,66
2016-06-15 07:10:42,1.0,720,ASSIST,66
2016-06-15 07:10:42,1.0,120,UberBLACK,66
2016-06-15 07:10:42,1.0,240,uberX,66
2016-06-15 07:10:42,1.0,180,UberSELECT,66
2016-06-15 07:10:42,1.0,600,uberXL,70
2016-06-15 07:10:42,1.0,360,uberTAXI,70
2016-06-15 07:10:42,1.0,300,UberSUV,70
2016-06-15 07:10:42,1.0,1080,ASSIST,70
2016-06-15 07:10:42,1.0,300,UberBLACK,70
2016-06-15 07:10:42,1.0,240,uberX,70
2016-06-15 07:10:42,1.0,480,UberSELECT,70
2016-06-15 07:10:42,1.0,600,uberXL,72
2016-06-15 07:10:42,1.0,480,uberTAXI,72
2016-06-15 07:10:42,1.0,480,UberSUV,72
2016-06-15 07:10:42,1.0,1380,ASSIST,72
2016-06-15 07:10:42,1.0,480,UberBLACK,72
2016-06-15 07:10:42,1.0,360,uberX,72
2016-06-15 07:10:42,1.0,660,UberSELECT,72
2016-06-15 07:10:42,1.0,420,uberXL,78
2016-06-15 07:10:42,1.0,300,uberTAXI,78
2016-06-15 07:10:42,1.0,300,UberSUV,78
2016-06-15 07:10:42,1.0,720,ASSIST,78
2016-06-15 07:10:42,1.0,240,UberBLACK,78
2016-06-15 07:10:42,1.0,120,uberX,78
2016-06-15 07:10:42,1.0,180,UberSELECT,78
2016-06-15 07:10:42,1.0,480,uberXL,75
2016-06-15 07:10:42,1.0,900,uberTAXI,75
2016-06-15 07:10:42,1.0,780,UberSUV,75
2016-06-15 07:10:42,1.0,2280,ASSIST,75
2016-06-15 07:10:42,1.0,780,UberBLACK,75
2016-06-15 07:10:42,1.0,480,uberX,75
2016-06-15 07:10:42,1.0,1020,UberSELECT,75
2016-06-15 07:10:42,1.0,540,uberXL,77
2016-06-15 07:10:42,1.0,900,uberTAXI,77
2016-06-15 07:10:42,1.0,360,UberSUV,77
2016-06-15 07:10:42,1.0,660,ASSIST,77
2016-06-15 07:10:42,1.0,360,UberBLACK,77
2016-06-15 07:10:42,1.0,180,uberX,77
2016-06-15 07:10:42,1.0,300,UberSELECT,77
2016-06-15 07:10:42,1.0,360,uberXL,80
2016-06-15 07:10:42,1.0,180,uberTAXI,80
2016-06-15 07:10:42,1.0,180,UberSUV,80
2016-06-15 07:10:42,1.0,600,ASSIST,80
2016-06-15 07:10:42,1.0,180,UberBLACK,80
2016-06-15 07:10:42,1.0,120,uberX,80
2016-06-15 07:10:42,1.0,120,UberSELECT,80
2016-06-15 07:10:42,1.0,240,uberXL,83
2016-06-15 07:10:42,1.0,120,uberTAXI,83
2016-06-15 07:10:42,1.0,300,UberSUV,83
2016-06-15 07:10:42,1.0,540,ASSIST,83
2016-06-15 07:10:42,1.0,240,UberBLACK,83
2016-06-15 07:10:42,1.0,240,uberX,83
2016-06-15 07:10:42,1.0,240,UberSELECT,83
2016-06-15 07:10:42,1.0,300,uberXL,86
2016-06-15 07:10:42,1.0,540,uberTAXI,86
2016-06-15 07:10:42,1.0,120,UberSUV,86
2016-06-15 07:10:42,1.0,780,ASSIST,86
2016-06-15 07:10:42,1.0,120,UberBLACK,86
2016-06-15 07:10:42,1.0,180,uberX,86
2016-06-15 07:10:42,1.0,180,UberSELECT,86
2016-06-15 07:10:42,1.0,180,uberXL,85
2016-06-15 07:10:42,1.0,300,uberTAXI,85
2016-06-15 07:10:42,1.0,120,UberSUV,85
2016-06-15 07:10:42,1.0,720,ASSIST,85
2016-06-15 07:10:42,1.0,120,UberBLACK,85
2016-06-15 07:10:42,1.0,180,uberX,85
2016-06-15 07:10:42,1.0,180,UberSELECT,85
2016-06-15 07:10:42,1.0,420,uberXL,87
2016-06-15 07:10:42,1.0,480,uberTAXI,87
2016-06-15 07:10:42,1.0,120,UberSUV,87
2016-06-15 07:10:42,1.0,900,ASSIST,87
2016-06-15 07:10:42,1.0,120,UberBLACK,87
2016-06-15 07:10:42,1.0,240,uberX,87
2016-06-15 07:10:42,1.0,240,UberSELECT,87
2016-06-15 07:10:42,1.0,540,uberXL,88
2016-06-15 07:10:42,1.0,360,uberTAXI,88
2016-06-15 07:10:42,1.0,240,UberSUV,88
2016-06-15 07:10:42,1.0,900,ASSIST,88
2016-06-15 07:10:42,1.0,240,UberBLACK,88
2016-06-15 07:10:42,1.0,240,uberX,88
2016-06-15 07:10:42,1.0,360,UberSELECT,88
2016-06-15 07:10:42,1.0,300,uberXL,93
2016-06-15 07:10:42,1.0,420,uberTAXI,93
2016-06-15 07:10:42,1.0,300,UberSUV,93
2016-06-15 07:10:42,1.0,1200,ASSIST,93
2016-06-15 07:10:42,1.0,300,UberBLACK,93
2016-06-15 07:10:42,1.0,240,uberX,93
2016-06-15 07:10:42,1.0,660,UberSELECT,93
2016-06-15 07:10:42,1.0,240,uberXL,94
2016-06-15 07:10:42,1.0,540,uberTAXI,94
2016-06-15 07:10:42,1.0,420,UberSUV,94
2016-06-15 07:10:42,1.0,1200,ASSIST,94
2016-06-15 07:10:42,1.0,420,UberBLACK,94
2016-06-15 07:10:42,1.0,240,uberX,94
2016-06-15 07:10:42,1.0,660,UberSELECT,94
2016-06-15 07:10:42,1.0,360,uberXL,98
2016-06-15 07:10:42,1.0,240,uberTAXI,98
2016-06-15 07:10:42,1.0,180,UberSUV,98
2016-06-15 07:10:42,1.0,600,ASSIST,98
2016-06-15 07:10:42,1.0,180,UberBLACK,98
2016-06-15 07:10:42,1.0,120,uberX,98
2016-06-15 07:10:42,1.0,240,UberSELECT,98
2016-06-15 07:10:42,1.0,360,uberXL,99
2016-06-15 07:10:42,1.0,180,uberTAXI,99
2016-06-15 07:10:42,1.0,120,UberSUV,99
2016-06-15 07:10:42,1.0,540,ASSIST,99
2016-06-15 07:10:42,1.0,120,UberBLACK,99
2016-06-15 07:10:42,1.0,120,uberX,99
2016-06-15 07:10:42,1.0,240,UberSELECT,99
2016-06-15 07:10:42,1.0,420,uberXL,101
2016-06-15 07:10:42,1.0,240,uberTAXI,101
2016-06-15 07:10:42,1.0,240,UberSUV,101
2016-06-15 07:10:42,1.0,360,ASSIST,101
2016-06-15 07:10:42,1.0,240,UberBLACK,101
2016-06-15 07:10:42,1.0,120,uberX,101
2016-06-15 07:10:42,1.0,180,UberSELECT,101
2016-06-15 07:10:42,1.0,360,uberXL,102
2016-06-15 07:10:42,1.0,300,uberTAXI,102
2016-06-15 07:10:42,1.0,300,UberSUV,102
2016-06-15 07:10:42,1.0,420,ASSIST,102
2016-06-15 07:10:42,1.0,240,UberBLACK,102
2016-06-15 07:10:42,1.0,180,uberX,102
2016-06-15 07:10:42,1.0,240,UberSELECT,102
2016-06-15 07:10:42,1.0,360,uberXL,103
2016-06-15 07:10:42,1.0,300,uberTAXI,103
2016-06-15 07:10:42,1.0,300,UberSUV,103
2016-06-15 07:10:42,1.0,480,ASSIST,103
2016-06-15 07:10:42,1.0,180,UberBLACK,103
2016-06-15 07:10:42,1.0,180,uberX,103
2016-06-15 07:10:42,1.0,180,UberSELECT,103
2016-06-15 07:10:42,1.0,360,uberXL,104
2016-06-15 07:10:42,1.0,360,uberTAXI,104
2016-06-15 07:10:42,1.0,240,UberSUV,104
2016-06-15 07:10:42,1.0,660,ASSIST,104
2016-06-15 07:10:42,1.0,240,UberBLACK,104
2016-06-15 07:10:42,1.0,120,uberX,104
2016-06-15 07:10:42,1.0,240,UberSELECT,104
2016-06-15 07:10:42,1.0,300,uberXL,6
2016-06-15 07:10:42,1.0,240,uberTAXI,6
2016-06-15 07:10:42,1.0,180,UberSUV,6
2016-06-15 07:10:42,1.0,840,ASSIST,6
2016-06-15 07:10:42,1.0,180,UberBLACK,6
2016-06-15 07:10:42,1.0,180,uberX,6
2016-06-15 07:10:42,1.0,180,UberSELECT,6
2016-06-15 07:10:42,1.0,300,uberXL,18
2016-06-15 07:10:42,1.0,240,uberTAXI,18
2016-06-15 07:10:42,1.0,180,UberSUV,18
2016-06-15 07:10:42,1.0,840,ASSIST,18
2016-06-15 07:10:42,1.0,180,UberBLACK,18
2016-06-15 07:10:42,1.0,180,uberX,18
2016-06-15 07:10:42,1.0,180,UberSELECT,18
2016-06-15 07:10:42,1.0,300,uberXL,16
2016-06-15 07:10:42,1.0,240,uberTAXI,16
2016-06-15 07:10:42,1.0,180,UberSUV,16
2016-06-15 07:10:42,1.0,840,ASSIST,16
2016-06-15 07:10:42,1.0,180,UberBLACK,16
2016-06-15 07:10:42,1.0,180,uberX,16
2016-06-15 07:10:42,1.0,180,UberSELECT,16
2016-06-15 07:10:42,1.0,840,uberXL,37
2016-06-15 07:10:42,1.0,240,uberTAXI,37
2016-06-15 07:10:42,1.0,900,UberSUV,37
2016-06-15 07:10:42,1.0,2460,ASSIST,37
2016-06-15 07:10:42,1.0,900,UberBLACK,37
2016-06-15 07:10:42,1.0,720,uberX,37
2016-06-15 07:10:42,1.0,180,UberSELECT,37
2016-06-15 07:10:42,1.0,420,uberXL,40
2016-06-15 07:10:42,1.0,300,uberTAXI,40
2016-06-15 07:10:42,1.0,300,UberSUV,40
2016-06-15 07:10:42,1.0,780,ASSIST,40
2016-06-15 07:10:42,1.0,240,UberBLACK,40
2016-06-15 07:10:42,1.0,120,uberX,40
2016-06-15 07:10:42,1.0,300,UberSELECT,40
2016-06-15 07:10:42,1.0,240,uberXL,46
2016-06-15 07:10:42,1.0,240,uberTAXI,46
2016-06-15 07:10:42,1.0,180,UberSUV,46
2016-06-15 07:10:42,1.0,780,ASSIST,46
2016-06-15 07:10:42,1.0,120,UberBLACK,46
2016-06-15 07:10:42,1.0,240,uberX,46
2016-06-15 07:10:42,1.0,240,UberSELECT,46
2016-06-15 07:10:42,1.0,360,uberXL,47
2016-06-15 07:10:42,1.0,420,uberTAXI,47
2016-06-15 07:10:42,1.0,180,UberSUV,47
2016-06-15 07:10:42,1.0,900,ASSIST,47
2016-06-15 07:10:42,1.0,180,UberBLACK,47
2016-06-15 07:10:42,1.0,240,uberX,47
2016-06-15 07:10:42,1.0,300,UberSELECT,47
2016-06-15 07:10:42,1.0,480,uberXL,49
2016-06-15 07:10:42,1.0,540,uberTAXI,49
2016-06-15 07:10:42,1.0,300,UberSUV,49
2016-06-15 07:10:42,1.0,960,ASSIST,49
2016-06-15 07:10:42,1.0,300,UberBLACK,49
2016-06-15 07:10:42,1.0,240,uberX,49
2016-06-15 07:10:42,1.0,360,UberSELECT,49
2016-06-15 07:10:42,1.0,600,uberXL,50
2016-06-15 07:10:42,1.0,540,uberTAXI,50
2016-06-15 07:10:42,1.0,360,UberSUV,50
2016-06-15 07:10:42,1.0,1080,ASSIST,50
2016-06-15 07:10:42,1.0,360,UberBLACK,50
2016-06-15 07:10:42,1.0,300,uberX,50
2016-06-15 07:10:42,1.0,480,UberSELECT,50
2016-06-15 07:10:42,1.0,540,uberXL,52
2016-06-15 07:10:42,1.0,420,uberTAXI,52
2016-06-15 07:10:42,1.0,300,UberSUV,52
2016-06-15 07:10:42,1.0,1200,ASSIST,52
2016-06-15 07:10:42,1.0,300,UberBLACK,52
2016-06-15 07:10:42,1.0,300,uberX,52
2016-06-15 07:10:42,1.0,480,UberSELECT,52
2016-06-15 07:10:42,1.0,600,uberXL,55
2016-06-15 07:10:42,1.0,900,uberTAXI,55
2016-06-15 07:10:42,1.0,840,UberSUV,55
2016-06-15 07:10:42,1.0,2160,ASSIST,55
2016-06-15 07:10:42,1.0,840,UberBLACK,55
2016-06-15 07:10:42,1.0,540,uberX,55
2016-06-15 07:10:42,1.0,1140,UberSELECT,55
2016-06-15 07:10:42,1.0,660,uberXL,57
2016-06-15 07:10:42,1.0,900,uberTAXI,57
2016-06-15 07:10:42,1.0,960,UberSUV,57
2016-06-15 07:10:42,1.0,2400,ASSIST,57
2016-06-15 07:10:42,1.0,960,UberBLACK,57
2016-06-15 07:10:42,1.0,720,uberX,57
2016-06-15 07:10:42,1.0,1140,UberSELECT,57
2016-06-15 07:10:42,1.0,180,uberXL,64
2016-06-15 07:10:42,1.0,120,uberTAXI,64
2016-06-15 07:10:42,1.0,180,UberSUV,64
2016-06-15 07:10:42,1.0,600,ASSIST,64
2016-06-15 07:10:42,1.0,180,UberBLACK,64
2016-06-15 07:10:42,1.0,180,uberX,64
2016-06-15 07:10:42,1.0,180,UberSELECT,64
2016-06-15 07:10:42,1.0,480,uberXL,68
2016-06-15 07:10:42,1.0,600,uberTAXI,68
2016-06-15 07:10:42,1.0,360,UberSUV,68
2016-06-15 07:10:42,1.0,960,ASSIST,68
2016-06-15 07:10:42,1.0,360,UberBLACK,68
2016-06-15 07:10:42,1.0,300,uberX,68
2016-06-15 07:10:42,1.0,360,UberSELECT,68
2016-06-15 07:10:42,1.0,420,uberXL,73
2016-06-15 07:10:42,1.0,420,uberTAXI,73
2016-06-15 07:10:42,1.0,420,UberSUV,73
2016-06-15 07:10:42,1.0,1200,ASSIST,73
2016-06-15 07:10:42,1.0,420,UberBLACK,73
2016-06-15 07:10:42,1.0,180,uberX,73
2016-06-15 07:10:42,1.0,660,UberSELECT,73
2016-06-15 07:10:42,1.0,240,uberXL,74
2016-06-15 07:10:42,1.0,420,uberTAXI,74
2016-06-15 07:10:42,1.0,360,UberSUV,74
2016-06-15 07:10:42,1.0,1140,ASSIST,74
2016-06-15 07:10:42,1.0,360,UberBLACK,74
2016-06-15 07:10:42,1.0,240,uberX,74
2016-06-15 07:10:42,1.0,600,UberSELECT,74
2016-06-15 07:10:42,1.0,480,uberXL,90
2016-06-15 07:10:42,1.0,360,uberTAXI,90
2016-06-15 07:10:42,1.0,420,UberSUV,90
2016-06-15 07:10:42,1.0,1200,ASSIST,90
2016-06-15 07:10:42,1.0,420,UberBLACK,90
2016-06-15 07:10:42,1.0,240,uberX,90
2016-06-15 07:10:42,1.0,600,UberSELECT,90
2016-06-15 07:10:42,1.0,360,uberXL,81
2016-06-15 07:10:42,1.0,180,uberTAXI,81
2016-06-15 07:10:42,1.0,180,UberSUV,81
2016-06-15 07:10:42,1.0,600,ASSIST,81
2016-06-15 07:10:42,1.0,180,UberBLACK,81
2016-06-15 07:10:42,1.0,120,uberX,81
2016-06-15 07:10:42,1.0,120,UberSELECT,81
2016-06-15 07:10:42,1.0,180,uberXL,84
2016-06-15 07:10:42,1.0,180,uberTAXI,84
2016-06-15 07:10:42,1.0,240,UberSUV,84
2016-06-15 07:10:42,1.0,600,ASSIST,84
2016-06-15 07:10:42,1.0,240,UberBLACK,84
2016-06-15 07:10:42,1.0,180,uberX,84
2016-06-15 07:10:42,1.0,240,UberSELECT,84
2016-06-15 07:10:42,1.0,420,uberXL,91
2016-06-15 07:10:42,1.0,300,uberTAXI,91
2016-06-15 07:10:42,1.0,360,UberSUV,91
2016-06-15 07:10:42,1.0,1140,ASSIST,91
2016-06-15 07:10:42,1.0,360,UberBLACK,91
2016-06-15 07:10:42,1.0,180,uberX,91
2016-06-15 07:10:42,1.0,600,UberSELECT,91
2016-06-15 07:10:42,1.0,420,uberXL,92
2016-06-15 07:10:42,1.0,420,uberTAXI,92
2016-06-15 07:10:42,1.0,420,UberSUV,92
2016-06-15 07:10:42,1.0,1200,ASSIST,92
2016-06-15 07:10:42,1.0,420,UberBLACK,92
2016-06-15 07:10:42,1.0,120,uberX,92
2016-06-15 07:10:42,1.0,660,UberSELECT,92
2016-06-15 07:10:42,1.0,540,uberXL,96
2016-06-15 07:10:42,1.0,420,uberTAXI,96
2016-06-15 07:10:42,1.0,300,UberSUV,96
2016-06-15 07:10:42,1.0,540,ASSIST,96
2016-06-15 07:10:42,1.0,300,UberBLACK,96
2016-06-15 07:10:42,1.0,240,uberX,96
2016-06-15 07:10:42,1.0,300,UberSELECT,96
2016-06-15 07:10:42,1.0,240,uberXL,95
2016-06-15 07:10:42,1.0,420,uberTAXI,95
2016-06-15 07:10:42,1.0,420,UberSUV,95
2016-06-15 07:10:42,1.0,1260,ASSIST,95
2016-06-15 07:10:42,1.0,420,UberBLACK,95
2016-06-15 07:10:42,1.0,240,uberX,95
2016-06-15 07:10:42,1.0,480,UberSELECT,95
2016-06-15 07:10:42,1.0,420,uberXL,97
2016-06-15 07:10:42,1.0,360,uberTAXI,97
2016-06-15 07:10:42,1.0,240,UberSUV,97
2016-06-15 07:10:42,1.0,540,ASSIST,97
2016-06-15 07:10:42,1.0,240,UberBLACK,97
2016-06-15 07:10:42,1.0,120,uberX,97
2016-06-15 07:10:42,1.0,240,UberSELECT,97
2016-06-15 07:10:42,1.0,480,uberXL,100
2016-06-15 07:10:42,1.0,240,uberTAXI,100
2016-06-15 07:10:42,1.0,240,UberSUV,100
2016-06-15 07:10:42,1.0,480,ASSIST,100
